,Car Model,Year,Kilometers Driven,Fuel Type,Transmission Type,Price
1243,Maruti Baleno,2019,6617.0,Petrol,Manual,741699.0
1244,Hyundai Elite i20,2019,31389.0,Petrol,Manual,734199.0
1245,Tata NEXON,2018,13704.0,Diesel,Automatic,1038099.0
1246,Mahindra XUV500,2013,89563.0,Diesel,Manual,751799.0
1247,Maruti Wagon R 1.0,2017,38067.0,Petrol,Manual,451599.0
1248,Maruti Alto K10,2016,33583.0,Petrol,Automatic,378999.0
1249,Nissan Micra,2016,51445.0,Petrol,Automatic,543899.0
1250,Hyundai Verna,2018,8444.0,Petrol,Manual,944799.0
1251,Maruti Wagon R 1.0,2015,33772.0,Petrol,Manual,397299.0
1252,Maruti Baleno,2018,70400.0,Diesel,Manual,631999.0
1253,Hyundai Creta,2016,67988.0,Petrol,Automatic,1040799.0
1254,Maruti Alto 800,2018,17356.0,Petrol,Manual,350599.0
1255,Maruti Vitara Brezza,2017,22541.0,Diesel,Manual,870999.0
1256,Hyundai Grand i10,2017,79073.0,Petrol,Manual,488499.0
1257,Maruti Wagon R 1.0,2015,26557.0,Petrol,Manual,408999.0
1258,Hyundai Elite i20,2019,10721.0,Petrol,Automatic,942399.0
1259,Jeep Compass,2017,54078.0,Diesel,Manual,1313449.0
1260,Hyundai NEW SANTRO,2018,12203.0,Petrol,Automatic,546299.0
1261,Honda Jazz,2017,17098.0,Petrol,Manual,564399.0
1262,Honda Amaze,2019,9512.0,Petrol,Manual,783299.0
1263,Hyundai Grand i10,2015,47221.0,Diesel,Manual,417399.0
1264,Maruti S PRESSO,2021,7122.0,Petrol + CNG,Manual,597299.0
1265,Jeep Compass,2017,61090.0,Diesel,Manual,1313399.0
1266,Hyundai Grand i10,2017,79006.0,Petrol,Manual,491399.0
1267,Hyundai Grand i10,2015,54878.0,Petrol,Manual,438799.0
1268,MG HECTOR,2021,12414.0,Petrol,Automatic,1788999.0
1269,Honda Jazz,2021,5681.0,Petrol,Manual,980899.0
1270,Maruti XL6,2021,7830.0,Petrol,Automatic,1263299.0
1271,KIA SELTOS,2019,47320.0,Petrol,Automatic,1336699.0
1272,Maruti Alto,2021,7285.0,Petrol,Manual,470799.0
1273,Hyundai Grand i10,2017,33807.0,Petrol,Manual,511599.0
1274,MG HECTOR,2019,16215.0,Petrol,Automatic,1801699.0
1275,Hyundai Elite i20,2015,78267.0,Petrol,Manual,524899.0
1276,Maruti Alto K10,2016,24451.0,Petrol,Automatic,364199.0
1277,Maruti Vitara Brezza,2019,57959.0,Diesel,Manual,957099.0
1278,Maruti S Cross,2021,6608.0,Petrol,Manual,1061399.0
1279,Maruti Vitara Brezza,2018,21636.0,Diesel,Manual,928699.0
1280,Hyundai Creta,2016,88269.0,Petrol,Automatic,1012249.0
1281,Maruti Wagon R 1.0,2014,87730.0,Petrol,Manual,347999.0
1282,MG HECTOR,2020,22690.0,Petrol,Automatic,1691099.0
1283,Maruti Alto 800,2017,40987.0,Petrol,Manual,321999.0
1284,Hyundai Creta,2018,31571.0,Petrol,Automatic,1248999.0
1285,Toyota Corolla Altis,2016,41860.0,Petrol,Automatic,1025299.0
1286,Toyota Glanza,2021,16222.0,Petrol,Manual,817599.0
1287,Maruti Vitara Brezza,2017,30728.0,Diesel,Manual,844299.0
1288,Hyundai Creta,2017,94962.0,Diesel,Automatic,1247299.0
1289,Maruti Baleno,2017,50905.0,Petrol,Manual,582099.0
1290,Maruti Alto 800,2017,18807.0,Petrol,Manual,321999.0
1291,Honda City,2017,25460.0,Petrol,Manual,814999.0
1292,Hyundai VENUE,2019,53222.0,Petrol,Manual,935399.0
1293,Maruti Baleno,2017,33898.0,Petrol,Manual,609549.0
1294,Maruti XL6,2021,10315.0,Petrol,Automatic,1294899.0
1295,Maruti Dzire,2018,30822.0,Petrol,Manual,654899.0
1296,Maruti Alto 800,2018,37558.0,Petrol,Manual,352899.0
1297,Jeep Compass,2018,43502.0,Diesel,Manual,1488599.0
1298,Hyundai Verna,2019,16012.0,Petrol,Manual,1029099.0
1299,Honda City,2015,129866.0,Petrol,Manual,607999.0
1300,Hyundai Grand i10,2017,17670.0,Petrol,Manual,537799.0
1301,Honda Amaze,2019,14643.0,Petrol,Automatic,800499.0
1302,KIA SELTOS,2020,27208.0,Diesel,Automatic,1787099.0
1303,Hyundai Creta,2017,67677.0,Diesel,Automatic,1176379.0
1304,Maruti Baleno,2019,42250.0,Petrol,Manual,668599.0
1305,Hyundai Grand i10,2016,44392.0,Petrol,Automatic,515499.0
1306,Nissan Micra,2018,22106.0,Petrol,Automatic,594099.0
1307,MG HECTOR,2019,32005.0,Petrol,Automatic,1724999.0
1308,Maruti S Cross,2021,8405.0,Petrol,Manual,1040899.0
1309,Skoda Rapid,2020,7024.0,Petrol,Automatic,1209699.0
1310,Honda Amaze,2019,23324.0,Petrol,Automatic,788999.0
1311,Maruti S Cross,2018,51070.0,Diesel,Manual,782599.0
1312,Toyota YARIS,2018,20544.0,Petrol,Automatic,948999.0
1313,Maruti S Cross,2018,44871.0,Diesel,Manual,902599.0
1314,Honda City,2018,26379.0,Petrol,Automatic,1108099.0
1315,Hyundai Creta,2017,74542.0,Diesel,Automatic,1241699.0
1316,Maruti Vitara Brezza,2018,74074.0,Diesel,Manual,882299.0
1317,Hyundai Elite i20,2018,65422.0,Petrol,Automatic,697299.0
1318,MG HECTOR,2020,25073.0,Petrol,Automatic,1652999.0
1319,Skoda Superb,2016,24103.0,Petrol,Automatic,1598999.0
1320,Mahindra TUV300,2018,15465.0,Diesel,Manual,848899.0
1321,Honda Amaze,2019,21089.0,Petrol,Automatic,768299.0
1322,Tata Hexa,2018,35283.0,Diesel,Automatic,1498699.0
1323,Hyundai Creta,2018,99890.0,Diesel,Manual,1154699.0
1324,Hyundai Grand i10,2017,40170.0,Petrol,Manual,485699.0
1325,KIA SELTOS,2020,73019.0,Diesel,Automatic,1616299.0
1326,Tata Hexa,2018,26550.0,Diesel,Automatic,1503699.0
1327,Ford Ecosport,2018,17216.0,Petrol,Manual,810899.0
1328,Maruti Alto 800,2018,76234.0,Petrol,Manual,320999.0
1329,Maruti Alto K10,2016,47958.0,Petrol,Manual,373599.0
1330,Hyundai Creta,2018,74955.0,Diesel,Automatic,1266399.0
1331,Honda City,2018,13628.0,Petrol,Automatic,1085499.0
1332,Maruti Vitara Brezza,2017,80232.0,Diesel,Manual,896299.0
1333,Renault Duster,2015,172902.0,Diesel,Manual,497599.0
1334,Maruti Baleno,2021,8239.0,Petrol,Automatic,909499.0
1335,Maruti Alto K10,2018,31409.0,Petrol,Automatic,446099.0
1336,Maruti Dzire,2018,13019.0,Petrol,Manual,699099.0
1337,Honda City,2018,23411.0,Petrol,Automatic,1022199.0
1338,Maruti S Cross,2018,58633.0,Diesel,,793899.0
1339,Tata Hexa,2018,39282.0,Diesel,Automatic,1518699.0
1340,Maruti IGNIS,2017,20478.0,Petrol,Manual,543299.0
1341,Toyota Glanza,2020,7300.0,Petrol,Automatic,891299.0
1342,Jeep Compass,2017,70864.0,Diesel,Manual,1179349.0
1343,Maruti Baleno,2019,25782.0,Petrol,Manual,701399.0
1344,MG HECTOR,2020,5471.0,Petrol,Automatic,1731199.0
1345,Hyundai Verna,2018,12944.0,Petrol,Automatic,1074499.0
1346,MG HECTOR,2020,23303.0,Petrol,Automatic,1707999.0
1347,Maruti Baleno,2019,16164.0,Petrol,Manual,719599.0
1348,Honda City,2018,46163.0,Petrol,Automatic,1053199.0
1349,Honda City,2020,11370.0,Petrol,Automatic,1478999.0
1350,Hyundai New Elantra,2017,66152.0,Diesel,Automatic,1246199.0
1351,Honda Amaze,2018,12982.0,Petrol,Automatic,801199.0
1352,Maruti S Cross,2018,50204.0,Diesel,Manual,820899.0
1353,Hyundai Creta,2015,59383.0,Petrol,Manual,758799.0
1354,Maruti IGNIS,2018,33120.0,Petrol,Manual,512399.0
1355,Maruti Wagon R 1.0,2017,25000.0,Petrol,Manual,457399.0
1356,Skoda Rapid,2020,9553.0,Petrol,Automatic,1211999.0
1357,Maruti Vitara Brezza,2018,89872.0,Diesel,Automatic,968299.0
1358,Honda City,2018,27116.0,Petrol,Automatic,960299.0
1359,Hyundai Elite i20,2018,31118.0,Petrol,Manual,720399.0
1360,Maruti IGNIS,2018,37431.0,Petrol,Manual,535899.0
1361,Maruti S PRESSO,2020,53665.0,Petrol + CNG,Manual,535799.0
1362,Hyundai Creta,2017,63860.0,Diesel,Manual,992599.0
1363,Maruti Alto K10,2019,16116.0,Petrol,Manual,419099.0
1364,Toyota YARIS,2020,11874.0,Petrol,Automatic,987599.0
1365,Tata NEXON,2019,8131.0,Petrol,Automatic,1026199.0
1366,Maruti IGNIS,2019,8284.0,Petrol,Manual,506799.0
1367,Mahindra MARAZZO,2018,31320.0,Diesel,Manual,1015399.0
1368,Hyundai VENUE,2020,20638.0,Petrol,Automatic,1215999.0
1369,Maruti S Cross,2019,24842.0,Diesel,Manual,1032499.0
1370,Maruti S Cross,2019,24370.0,Diesel,Manual,1050099.0
1371,Maruti Ciaz,2018,39825.0,Petrol,Automatic,834499.0
1372,Hyundai Creta,2018,48817.0,Petrol,Automatic,1206549.0
1373,Hyundai Verna,2018,45689.0,Diesel,Automatic,1024099.0
1374,KIA SELTOS,2020,28717.0,Petrol,Automatic,1792199.0
1375,Ford Ecosport,2017,23784.0,Petrol,Automatic,759799.0
1376,Toyota Glanza,2019,23595.0,Petrol,Automatic,849299.0
1377,Hyundai Elite i20,2017,15446.0,Petrol,Automatic,786899.0
1378,Toyota YARIS,2019,60520.0,Petrol,Automatic,1010999.0
1379,Maruti S Cross,2017,63197.0,Diesel,Manual,957199.0
1380,Honda WR-V,2018,16198.0,Petrol,Manual,778299.0
1381,Toyota YARIS,2018,52925.0,Petrol,Automatic,994399.0
1382,Hyundai Creta,2018,69923.0,Petrol,Automatic,1231599.0
1383,Toyota Glanza,2020,41756.0,Petrol,Automatic,891299.0
1384,Volkswagen Jetta,2015,93455.0,Diesel,Automatic,891599.0
1385,Toyota YARIS,2018,28635.0,Petrol,Manual,856999.0
1386,Tata NEXON,2018,80659.0,Diesel,Automatic,957499.0
1387,Toyota YARIS,2019,49120.0,Petrol,Manual,811999.0
1388,Jeep Compass,2019,30552.0,Petrol,Automatic,2038499.0
1389,Honda WR-V,2018,57192.0,Diesel,Manual,844199.0
1390,Mahindra MARAZZO,2019,49956.0,Diesel,Manual,1291899.0
1391,Maruti IGNIS,2021,21927.0,Petrol,Automatic,811999.0
1392,Tata NEXON,2018,49765.0,Petrol,Automatic,881599.0
1393,Tata NEXON,2018,80038.0,Diesel,Automatic,870199.0
1394,Volkswagen Ameo,2017,63984.0,Diesel,Automatic,724699.0
1395,Honda BR-V,2017,68846.0,Petrol,Automatic,800899.0
1396,Toyota Camry,2017,70137.0,Petrol,Automatic,1749699.0
1397,Maruti S Cross,2018,64967.0,Diesel,Manual,924199.0
1398,Honda City,2017,24738.0,Petrol,Automatic,891399.0
1399,Maruti S Cross,2017,60034.0,Diesel,Manual,892999.0
1400,Maruti S Cross,2017,58879.0,Diesel,Manual,866199.0
1401,Jeep Compass,2020,52301.0,Petrol,Automatic,1996299.0
1402,Toyota Glanza,2021,40730.0,Petrol,Automatic,1021289.0
1403,Maruti S Cross,2017,69708.0,Diesel,Manual,867099.0
1404,Honda WR-V,2017,100527.0,Petrol,Manual,624299.0
1405,Jeep Compass,2018,18607.0,Petrol,Automatic,1497999.0
1406,Hyundai Tucson New,2018,51261.0,Diesel,Automatic,1916699.0
1407,Hyundai Tucson New,2017,72722.0,Diesel,Automatic,1926899.0
1408,Maruti Swift Dzire,2016,185614.0,Petrol,Manual,475999.0
1409,Hyundai Grand i10,2016,31031.0,Petrol,Manual,425999.0
1410,Maruti Swift Dzire,2014,32520.0,Petrol,Manual,467999.0
1411,Maruti Baleno,2016,28528.0,Petrol,Manual,529799.0
1412,Maruti Alto 800,2014,34441.0,Petrol,Manual,253699.0
1413,Maruti Ertiga,2019,39634.0,Petrol,Automatic,1130999.0
1414,Maruti Alto,2011,49076.0,Petrol,Manual,206699.0
1415,Mercedes Benz C Class,2011,43879.0,Diesel,Automatic,845699.0
1416,Volkswagen Polo,2018,22051.0,Petrol,Manual,596399.0
1417,Maruti Alto 800,2015,49400.0,Petrol,Manual,267899.0
1418,Maruti Swift,2013,56313.0,Petrol,Manual,396199.0
1419,Jaguar XF,2015,82199.0,Diesel,Automatic,1775899.0
1420,Maruti Celerio,2017,20710.0,Petrol,Manual,426799.0
1421,Maruti Wagon R 1.0,2015,56006.0,Petrol,Manual,323399.0
1422,Volkswagen Vento,2018,24137.0,Petrol,Manual,598999.0
1423,Hyundai Elite i20,2017,33739.0,Petrol,Manual,521999.0
1424,Maruti Alto 800,2016,32331.0,Petrol,Manual,296599.0
1425,Maruti Celerio,2016,60637.0,Petrol + CNG,Manual,475399.0
1426,Maruti Celerio,2014,47815.0,Petrol,Manual,385999.0
1427,Maruti Celerio,2016,71182.0,Petrol,Automatic,441799.0
1428,Maruti Celerio,2015,50368.0,Petrol,Manual,431299.0
1429,Renault Kwid,2016,32759.0,Petrol,Manual,348699.0
1430,Maruti Swift,2018,23114.0,Petrol,Automatic,640299.0
1431,Renault TRIBER,2020,16090.0,Petrol,Manual,666899.0
1432,Maruti Alto K10,2016,13784.0,Petrol,Automatic,395599.0
1433,Tata Tiago,2017,54165.0,Petrol,Manual,492999.0
1434,Honda Brio,2015,69073.0,Petrol,Manual,341899.0
1435,Hyundai Elite i20,2019,66459.0,Diesel,Manual,822699.0
1436,Volkswagen Vento,2015,86089.0,Petrol,Manual,500799.0
1437,KIA SELTOS,2020,9440.0,Petrol,Automatic,1525799.0
1438,Maruti Baleno,2016,48880.0,Petrol,Manual,555299.0
1439,Volkswagen Ameo,2016,67818.0,Petrol,Manual,479699.0
1440,Mahindra XUV500,2015,43144.0,Diesel,Manual,883799.0
1441,Hyundai Elite i20,2019,40515.0,Diesel,Manual,771699.0
1442,Maruti Dzire,2017,48707.0,Diesel,Automatic,637399.0
1443,Hyundai Verna,2018,21834.0,Petrol,Automatic,898999.0
1444,Maruti Vitara Brezza,2017,33424.0,Diesel,Manual,699799.0
1445,Maruti Baleno,2018,41911.0,Petrol,Manual,575599.0
1446,Hyundai Verna,2018,45513.0,Petrol,Manual,830399.0
1447,Maruti Dzire,2017,42679.0,Petrol,Manual,583399.0
1448,Ford Figo,2014,20613.0,Petrol,Manual,342499.0
1449,Maruti Baleno,2017,40590.0,Diesel,Manual,662799.0
1450,Hyundai Elite i20,2017,63735.0,Petrol,Manual,544899.0
1451,Hyundai Creta,2016,49247.0,Petrol,Manual,715799.0
1452,Maruti S Cross,2019,22308.0,Diesel,Manual,820359.0
1453,Maruti Vitara Brezza,2017,28851.0,Diesel,Manual,797199.0
1454,Maruti Wagon R 1.0,2018,55961.0,Petrol + CNG,Manual,497399.0
1455,Maruti S Cross,2016,76760.0,Diesel,Manual,587499.0
1456,Toyota Etios Liva,2011,33837.0,Petrol,Manual,379099.0
1457,Maruti Ertiga,2020,17115.0,Petrol,Manual,1175599.0
1458,Hyundai i10,2012,17697.0,Petrol,Manual,377699.0
1459,Hyundai i10,2010,64638.0,Petrol,Manual,269099.0
1460,Maruti Alto K10,2014,40248.0,Petrol,Manual,336499.0
1461,Maruti Ertiga,2019,7499.0,Petrol,Manual,1015599.0
1462,Nissan MAGNITE,2021,5736.0,Petrol,,996299.0
1463,Maruti Ritz,2010,64372.0,Petrol,Manual,373099.0
1464,Hyundai Elite i20,2019,5013.0,Petrol,Automatic,950599.0
1465,Mahindra TUV300,2016,43776.0,Diesel,Manual,788799.0
1466,Maruti Vitara Brezza,2019,27252.0,Diesel,Manual,884999.0
1467,Tata Tiago,2021,14194.0,Petrol,Manual,721099.0
1468,Hyundai i10,2011,49692.0,Petrol,Manual,313599.0
1469,Maruti Swift,2020,24093.0,Petrol,Automatic,898699.0
1470,Maruti Swift Dzire,2016,42534.0,Petrol,Manual,581599.0
1471,Maruti Ertiga,2017,57550.0,Petrol,Manual,728499.0
1472,Honda City,2020,14825.0,Petrol,Manual,1125799.0
1473,Renault Kiger,2022,2030.0,Petrol,,867899.0
1474,Hyundai i10,2011,50828.0,Petrol,Manual,314599.0
1475,Maruti A Star,2012,40936.0,Petrol,Automatic,335299.0
1476,Maruti Swift Dzire,2014,42958.0,Petrol,Manual,502299.0
1477,Maruti New Wagon-R,2021,5041.0,Petrol,Manual,652799.0
1478,Maruti Swift,2012,76615.0,Petrol,Manual,459799.0
1479,Hyundai Elite i20,2019,3268.0,Petrol,Automatic,932499.0
1480,Renault Kiger,2021,4647.0,Petrol,,1019999.0
1481,Mahindra XUV500,2018,26576.0,Diesel,Automatic,1804899.0
1482,Volkswagen Vento,2016,41607.0,Petrol,Automatic,864199.0
1483,Mahindra XUV500,2016,84333.0,Diesel,Manual,755799.0
1484,Toyota URBAN CRUISER,2021,4126.0,Petrol,,1107899.0
1485,Maruti Alto 800,2017,35615.0,Petrol,Manual,315999.0
1486,Maruti Swift,2012,70267.0,Petrol,Manual,422499.0
1487,Renault Kiger,2021,7972.0,Petrol,,1010824.0
1488,Maruti Ritz,2012,93102.0,Diesel,Manual,401899.0
1489,Maruti Swift,2015,35350.0,Petrol,Manual,593699.0
1490,Jeep Compass,2017,33760.0,Diesel,Manual,1264699.0
1491,Nissan Micra,2010,17557.0,Petrol,Manual,318699.0
1492,KIA SELTOS,2019,15890.0,Petrol,Automatic,1547599.0
1493,Tata NEXON,2019,20099.0,Petrol,Automatic,1071599.0
1494,KIA SELTOS,2021,4317.0,Petrol,Manual,1810999.0
1495,Hyundai Eon,2016,26718.0,Petrol,Manual,291999.0
1496,KIA SELTOS,2019,23995.0,Diesel,Automatic,1760899.0
1497,Hyundai Creta,2018,63569.0,Diesel,Manual,1506199.0
1498,MG HECTOR,2019,49686.0,Diesel,Manual,1413999.0
1499,Hyundai i20,2012,74189.0,Petrol,Manual,433199.0
1500,Hyundai Tucson New,2017,65387.0,Diesel,Automatic,1789099.0
1501,Ford Ecosport,2019,12644.0,Petrol,Manual,1087899.0
1502,Maruti Swift Dzire,2016,94381.0,Diesel,Manual,644299.0
1503,Hyundai i10,2015,27578.0,Petrol,Manual,387099.0
1504,Volkswagen Ameo,2020,19999.0,Petrol,Manual,648999.0
1505,Hyundai Creta,2021,1408.0,Petrol,Automatic,2071099.0
1506,Mahindra XUV500,2020,21834.0,Diesel,Automatic,1990599.0
1507,KIA SELTOS,2020,25961.0,Diesel,Manual,1497699.0
1508,Maruti A Star,2013,46457.0,Petrol,Automatic,311854.0
1509,Renault Duster,2021,4897.0,Petrol,Manual,1214399.0
1510,KIA SELTOS,2019,75529.0,Diesel,Automatic,1545099.0
1511,Maruti Vitara Brezza,2021,4504.0,Petrol,Manual,1119799.0
1512,Maruti Wagon R 1.0,2010,27469.0,Petrol,Manual,305099.0
1513,Renault Duster,2017,52257.0,Diesel,Manual,831599.0
1514,Honda Amaze,2019,20481.0,Petrol,Automatic,815599.0
1515,Hyundai i20,2012,74042.0,Petrol,Manual,450399.0
1516,Maruti Celerio,2019,21005.0,Petrol,Automatic,577899.0
1517,Maruti Vitara Brezza,2020,14424.0,Petrol,Manual,1065599.0
1518,Maruti Swift Dzire,2013,40294.0,Diesel,Manual,577899.0
1519,KIA SONET,2020,14949.0,Petrol,,1417599.0
1520,Renault Pulse,2014,77064.0,Diesel,Manual,404099.0
1521,Renault Duster,2019,22797.0,Diesel,Manual,1082099.0
1522,Renault TRIBER,2021,20830.0,Petrol,Automatic,819899.0
1523,Hyundai Creta,2017,30798.0,Petrol,Manual,1089449.0
1524,Volkswagen Vento,2018,84615.0,Diesel,Manual,857299.0
1525,Maruti Wagon R 1.0,2013,44961.0,Petrol,Manual,360399.0
1526,Maruti Swift,2018,23547.0,Petrol,Automatic,721299.0
1527,Honda Brio,2013,27444.0,Petrol,Automatic,435999.0
1528,Skoda Rapid,2020,3116.0,Petrol,Manual,981799.0
1529,Maruti Alto 800,2017,15483.0,Petrol,Manual,321999.0
1530,Maruti Ritz,2012,60321.0,Petrol,Manual,366199.0
1531,Renault Duster,2017,33065.0,Diesel,Manual,1060099.0
1532,Ford Ecosport,2020,4008.0,Petrol,Automatic,1252899.0
1533,Mahindra XUV 3OO,2020,35171.0,Diesel,,1109099.0
1534,Maruti Vitara Brezza,2018,40575.0,Diesel,Automatic,1077399.0
1535,Maruti Alto 800,2014,26419.0,Petrol,Manual,282999.0
1536,Honda WR-V,2018,63355.0,Petrol,Manual,712699.0
1537,Skoda Rapid,2016,74675.0,Diesel,Automatic,668399.0
1538,Hyundai i20,2011,65247.0,Petrol,Manual,347099.0
1539,Hyundai Elite i20,2020,17601.0,Petrol,Manual,739899.0
1540,Honda Brio,2016,22813.0,Petrol,Manual,423899.0
1541,Maruti Swift,2018,66463.0,Diesel,Manual,774299.0
1542,Mahindra XUV500,2017,38043.0,Diesel,Manual,1281899.0
1543,Hyundai Creta,2018,41010.0,Diesel,Manual,1427399.0
1544,MG HECTOR,2019,21063.0,Diesel,Manual,1708899.0
1545,Honda Jazz,2016,45508.0,Petrol,Manual,513299.0
1546,Maruti Swift Dzire,2013,87484.0,Diesel,Manual,491799.0
1547,Mahindra XUV500,2017,51367.0,Diesel,Manual,1149499.0
1548,Maruti Alto 800,2014,70882.0,Petrol,Manual,272499.0
1549,Maruti Wagon R 1.0,2014,28171.0,Petrol,Manual,428799.0
1550,Hyundai i10,2013,53517.0,Petrol,Manual,347999.0
1551,MG HECTOR PLUS,2020,7046.0,Petrol,Manual,1784999.0
1552,Renault Duster,2017,7425.0,Petrol,Manual,788099.0
1553,Hyundai New Elantra,2019,25472.0,Diesel,Manual,1545099.0
1554,Maruti Swift,2015,54018.0,Petrol,Manual,592249.0
1555,Renault TRIBER,2019,51037.0,Petrol,Manual,653999.0
1556,Ford Ecosport,2019,38326.0,Diesel,Manual,1017444.0
1557,Renault Duster,2013,98595.0,Diesel,Manual,542199.0
1558,Hyundai VENUE,2019,18646.0,Petrol,Automatic,1219499.0
1559,Hyundai Creta,2017,44335.0,Diesel,Automatic,1255599.0
1560,Hyundai Creta,2016,64991.0,Diesel,Manual,1001799.0
1561,Maruti Ciaz,2014,44997.0,Petrol,Automatic,692999.0
1562,Hyundai i10,2016,34030.0,Petrol,Manual,429699.0
1563,Mahindra XUV500,2017,52750.0,Diesel,Manual,1135299.0
1564,Maruti Wagon R 1.0,2014,27031.0,Petrol,Manual,390254.0
1565,Maruti New Wagon-R,2019,28450.0,Petrol,Manual,545099.0
1566,MG HECTOR,2019,30081.0,Diesel,Manual,1704449.0
1567,Maruti Wagon R 1.0,2013,47748.0,Petrol,Manual,355399.0
1568,Hyundai Elite i20,2018,15771.0,Petrol,Manual,771399.0
1569,Renault Duster,2018,21927.0,Petrol,Automatic,931699.0
1570,Datsun Redi Go,2021,1828.0,Petrol,Manual,449999.0
1571,Jeep Compass,2018,50573.0,Diesel,Manual,1682599.0
1572,Maruti Celerio,2018,12109.0,Petrol,Manual,525499.0
1573,Honda City,2020,14459.0,Petrol,Manual,1097999.0
1574,Honda City,2019,34364.0,Petrol,Manual,1001899.0
1575,Tata Tiago,2016,37652.0,Petrol,Manual,511299.0
1576,Tata NEXON,2020,10524.0,Diesel,Manual,1164899.0
1577,MG HECTOR,2019,26305.0,Diesel,Manual,1724599.0
1578,Tata Tiago,2018,52290.0,Petrol,Manual,520299.0
1579,Honda City,2019,59417.0,Petrol,Manual,968299.0
1580,Hyundai Grand i10,2015,9376.0,Petrol,Manual,551999.0
1581,Volkswagen Ameo,2016,34861.0,Petrol,Manual,544799.0
1582,Mahindra Kuv100,2016,61471.0,Petrol,Manual,444899.0
1583,Maruti Wagon R 1.0,2014,33716.0,Petrol,Manual,400499.0
1584,Maruti Swift,2018,23282.0,Petrol,Manual,655999.0
1585,Hyundai i10,2016,49255.0,Petrol,Manual,395699.0
1586,Maruti Celerio,2018,16960.0,Petrol,Automatic,551299.0
1587,Ford Ecosport,2018,95612.0,Diesel,Manual,743499.0
1588,Tata NEXON,2018,17934.0,Diesel,Manual,922699.0
1589,Hyundai Eon,2017,30480.0,Petrol,Manual,381299.0
1590,Maruti Wagon R 1.0,2014,44776.0,Petrol,Manual,367499.0
1591,Maruti Alto,2021,1076.0,Petrol,Manual,477499.0
1592,Hyundai Creta,2017,22793.0,Diesel,Automatic,1152999.0
1593,Jeep Compass,2017,67271.0,Diesel,Manual,1444899.0
1594,Hyundai i10,2013,65294.0,Petrol,Manual,334199.0
1595,Hyundai Elite i20,2019,27354.0,Petrol,Automatic,885799.0
1596,Honda Brio,2015,42759.0,Petrol,Manual,427799.0
1597,KIA SELTOS,2019,20303.0,Petrol,Manual,1194099.0
1598,Maruti Swift,2014,20775.0,Petrol,Manual,591599.0
1599,Renault Kwid,2018,23417.0,Petrol,Manual,397599.0
1600,Hyundai Verna,2013,75981.0,Petrol,Manual,535599.0
1601,Hyundai Grand i10,2013,21927.0,Petrol,Manual,460299.0
1602,Toyota Etios,2015,41578.0,Petrol,Manual,554099.0
1603,Maruti Ciaz,2016,79462.0,Petrol,Automatic,674699.0
1604,Honda Amaze,2014,76191.0,Petrol,Manual,512299.0
1605,Maruti Dzire,2017,69349.0,Diesel,Automatic,759199.0
1606,MG HECTOR PLUS,2021,19052.0,Diesel,,1930399.0
1607,Maruti Celerio,2016,77327.0,Petrol,Automatic,435799.0
1608,Hyundai Creta,2021,8753.0,Petrol,Automatic,1944199.0
1609,Hyundai Creta,2018,24726.0,Petrol,Automatic,1394699.0
1610,Maruti Alto 800,2015,38252.0,Petrol,Manual,299899.0
1611,Hyundai Creta,2016,75746.0,Diesel,Manual,1100999.0
1612,Maruti Celerio,2016,56827.0,Petrol,Manual,434599.0
1613,Maruti Wagon R 1.0,2012,81616.0,Petrol,Manual,306799.0
1614,Maruti Alto 800,2013,59672.0,Petrol,Manual,293799.0
1615,Maruti New Wagon-R,2019,44226.0,Petrol,Manual,530349.0
1616,Tata Tiago,2017,15026.0,Petrol,Manual,453899.0
1617,Hyundai Xcent,2014,51455.0,Petrol,Manual,433699.0
1618,Maruti Celerio,2016,31035.0,Petrol,Automatic,534999.0
1619,Hyundai Grand i10,2019,16623.0,Petrol,Manual,684899.0
1620,Honda Jazz,2015,71368.0,Petrol,Manual,551599.0
1621,Maruti Celerio,2016,39023.0,Petrol,Manual,449999.0
1622,Honda Jazz,2016,48326.0,Petrol,Automatic,601899.0
1623,Maruti Wagon R 1.0,2015,16433.0,Petrol,Manual,426499.0
